Sample name,title,source name,organism,characteristics: age,characteristics: developmental stage,characteristics: sex,molecule,description,processed data file ,raw file,BioSample,Instrument Model
B23_384Bulk_Plate1_S47,Tabula Muris Senis (bulk RNA seq),SCAT_18,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127434,SAMN11854662,Illumina NovaSeq 6000
B23_384Bulk_Plate2_S47,Tabula Muris Senis (bulk RNA seq),Kidney_36,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127128,SAMN11854663,Illumina NovaSeq 6000
B3_384Bulk_Plate1_S27,Tabula Muris Senis (bulk RNA seq),Heart_38,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127136,SAMN11854664,Illumina NovaSeq 6000
B3_384Bulk_Plate2_S27,Tabula Muris Senis (bulk RNA seq),GAT_7,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127137,SAMN11854665,Illumina NovaSeq 6000
B3_384Bulk_Plate3_S27,Tabula Muris Senis (bulk RNA seq),Lung_27,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127378,SAMN11854666,Illumina NovaSeq 6000
B4_384Bulk_Plate1_S28,Tabula Muris Senis (bulk RNA seq),Kidney_26,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127375,SAMN11854667,Illumina NovaSeq 6000
B4_384Bulk_Plate2_S28,Tabula Muris Senis (bulk RNA seq),Skin_9,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127390,SAMN11854668,Illumina NovaSeq 6000
B4_384Bulk_Plate3_S28,Tabula Muris Senis (bulk RNA seq),MAT_26,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127384,SAMN11854669,Illumina NovaSeq 6000
B5_384Bulk_Plate1_S29,Tabula Muris Senis (bulk RNA seq),GAT_6,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127168,SAMN11854670,Illumina NovaSeq 6000
B5_384Bulk_Plate2_S29,Tabula Muris Senis (bulk RNA seq),Lung_5,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127167,SAMN11854671,Illumina NovaSeq 6000
B5_384Bulk_Plate3_S29,Tabula Muris Senis (bulk RNA seq),BAT_41,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127170,SAMN11854672,Illumina NovaSeq 6000
B6_384Bulk_Plate1_S30,Tabula Muris Senis (bulk RNA seq),Kidney_46,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127169,SAMN11854673,Illumina NovaSeq 6000
B6_384Bulk_Plate3_S30,Tabula Muris Senis (bulk RNA seq),Liver_39,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127212,SAMN11854674,Illumina NovaSeq 6000
B7_384Bulk_Plate1_S31,Tabula Muris Senis (bulk RNA seq),SCAT_54,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127211,SAMN11854675,Illumina NovaSeq 6000
B7_384Bulk_Plate2_S31,Tabula Muris Senis (bulk RNA seq),Spleen_48,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126713,SAMN11854676,Illumina NovaSeq 6000
B7_384Bulk_Plate3_S31,Tabula Muris Senis (bulk RNA seq),Lung_13,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126714,SAMN11854677,Illumina NovaSeq 6000
B8_384Bulk_Plate1_S32,Tabula Muris Senis (bulk RNA seq),Marrow_1,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126711,SAMN11854678,Illumina NovaSeq 6000
B8_384Bulk_Plate2_S32,Tabula Muris Senis (bulk RNA seq),Liver_32,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126712,SAMN11854679,Illumina NovaSeq 6000
B8_384Bulk_Plate3_S32,Tabula Muris Senis (bulk RNA seq),SCAT_11,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126709,SAMN11854680,Illumina NovaSeq 6000
B9_384Bulk_Plate1_S33,Tabula Muris Senis (bulk RNA seq),Small_Intestine_56,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126710,SAMN11854681,Illumina NovaSeq 6000
B9_384Bulk_Plate2_S33,Tabula Muris Senis (bulk RNA seq),Lung_16,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126707,SAMN11854682,Illumina NovaSeq 6000
B9_384Bulk_Plate3_S33,Tabula Muris Senis (bulk RNA seq),Kidney_35,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126708,SAMN11854683,Illumina NovaSeq 6000
C1_384Bulk_Plate1_S49,Tabula Muris Senis (bulk RNA seq),GAT_11,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126721,SAMN11854684,Illumina NovaSeq 6000
C1_384Bulk_Plate2_S49,Tabula Muris Senis (bulk RNA seq),WBC_3,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126722,SAMN11854685,Illumina NovaSeq 6000
C1_384Bulk_Plate3_S49,Tabula Muris Senis (bulk RNA seq),Heart_55,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126767,SAMN11854686,Illumina NovaSeq 6000
C10_384Bulk_Plate1_S58,Tabula Muris Senis (bulk RNA seq),SCAT_47,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126766,SAMN11854687,Illumina NovaSeq 6000
C10_384Bulk_Plate2_S58,Tabula Muris Senis (bulk RNA seq),Lung_40,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126765,SAMN11854688,Illumina NovaSeq 6000
C10_384Bulk_Plate3_S58,Tabula Muris Senis (bulk RNA seq),Small_Intestine_17,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126764,SAMN11854689,Illumina NovaSeq 6000
C11_384Bulk_Plate1_S59,Tabula Muris Senis (bulk RNA seq),WBC_43,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126771,SAMN11854690,Illumina NovaSeq 6000
C11_384Bulk_Plate2_S59,Tabula Muris Senis (bulk RNA seq),Liver_25,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126770,SAMN11854691,Illumina NovaSeq 6000
C11_384Bulk_Plate3_S59,Tabula Muris Senis (bulk RNA seq),Lung_36,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126769,SAMN11854692,Illumina NovaSeq 6000
C12_384Bulk_Plate1_S60,Tabula Muris Senis (bulk RNA seq),MAT_16,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126768,SAMN11854693,Illumina NovaSeq 6000
C12_384Bulk_Plate2_S60,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_28,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126761,SAMN11854694,Illumina NovaSeq 6000
C12_384Bulk_Plate3_S60,Tabula Muris Senis (bulk RNA seq),Bone_4,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126760,SAMN11854695,Illumina NovaSeq 6000
C13_384Bulk_Plate1_S61,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_33,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126915,SAMN11854696,Illumina NovaSeq 6000
C13_384Bulk_Plate2_S61,Tabula Muris Senis (bulk RNA seq),Bone_10,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126916,SAMN11854697,Illumina NovaSeq 6000
C13_384Bulk_Plate3_S61,Tabula Muris Senis (bulk RNA seq),SCAT_42,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126917,SAMN11854698,Illumina NovaSeq 6000
C14_384Bulk_Plate1_S62,Tabula Muris Senis (bulk RNA seq),Liver_26,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126918,SAMN11854699,Illumina NovaSeq 6000
C14_384Bulk_Plate2_S62,Tabula Muris Senis (bulk RNA seq),GAT_17,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126755,SAMN11854700,Illumina NovaSeq 6000
C14_384Bulk_Plate3_S62,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_24,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126756,SAMN11854701,Illumina NovaSeq 6000
C15_384Bulk_Plate1_S63,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_21,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126757,SAMN11854702,Illumina NovaSeq 6000
C15_384Bulk_Plate2_S63,Tabula Muris Senis (bulk RNA seq),Liver_6,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126758,SAMN11854703,Illumina NovaSeq 6000
C16_384Bulk_Plate1_S64,Tabula Muris Senis (bulk RNA seq),Kidney_25,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126753,SAMN11854704,Illumina NovaSeq 6000
C16_384Bulk_Plate2_S64,Tabula Muris Senis (bulk RNA seq),Kidney_53,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126754,SAMN11854705,Illumina NovaSeq 6000
C17_384Bulk_Plate1_S65,Tabula Muris Senis (bulk RNA seq),WBC_38,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126939,SAMN11854706,Illumina NovaSeq 6000
C17_384Bulk_Plate2_S65,Tabula Muris Senis (bulk RNA seq),Bone_26,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126938,SAMN11854707,Illumina NovaSeq 6000
C18_384Bulk_Plate1_S66,Tabula Muris Senis (bulk RNA seq),WBC_32,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126941,SAMN11854708,Illumina NovaSeq 6000
C18_384Bulk_Plate2_S66,Tabula Muris Senis (bulk RNA seq),Spleen_2,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126940,SAMN11854709,Illumina NovaSeq 6000
C19_384Bulk_Plate1_S67,Tabula Muris Senis (bulk RNA seq),MAT_40,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126943,SAMN11854710,Illumina NovaSeq 6000
C19_384Bulk_Plate2_S67,Tabula Muris Senis (bulk RNA seq),Heart_15,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126942,SAMN11854711,Illumina NovaSeq 6000
C2_384Bulk_Plate1_S50,Tabula Muris Senis (bulk RNA seq),Bone_38,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126945,SAMN11854712,Illumina NovaSeq 6000
C2_384Bulk_Plate2_S50,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_12,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126944,SAMN11854713,Illumina NovaSeq 6000
C2_384Bulk_Plate3_S50,Tabula Muris Senis (bulk RNA seq),WBC_7,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126935,SAMN11854714,Illumina NovaSeq 6000
C20_384Bulk_Plate1_S68,Tabula Muris Senis (bulk RNA seq),Bone_8,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126934,SAMN11854715,Illumina NovaSeq 6000
C20_384Bulk_Plate2_S68,Tabula Muris Senis (bulk RNA seq),Bone_16,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127010,SAMN11854716,Illumina NovaSeq 6000
C21_384Bulk_Plate1_S69,Tabula Muris Senis (bulk RNA seq),Small_Intestine_41,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127075,SAMN11854717,Illumina NovaSeq 6000
C21_384Bulk_Plate2_S69,Tabula Muris Senis (bulk RNA seq),SCAT_56,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127008,SAMN11854718,Illumina NovaSeq 6000
C22_384Bulk_Plate1_S70,Tabula Muris Senis (bulk RNA seq),WBC_13,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127009,SAMN11854719,Illumina NovaSeq 6000
C22_384Bulk_Plate2_S70,Tabula Muris Senis (bulk RNA seq),Spleen_42,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127078,SAMN11854720,Illumina NovaSeq 6000
C23_384Bulk_Plate1_S71,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_26,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127079,SAMN11854721,Illumina NovaSeq 6000
C23_384Bulk_Plate2_S71,Tabula Muris Senis (bulk RNA seq),WBC_55,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127076,SAMN11854722,Illumina NovaSeq 6000
C3_384Bulk_Plate1_S51,Tabula Muris Senis (bulk RNA seq),Lung_45,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127077,SAMN11854723,Illumina NovaSeq 6000
C3_384Bulk_Plate2_S51,Tabula Muris Senis (bulk RNA seq),GAT_46,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127005,SAMN11854724,Illumina NovaSeq 6000
C3_384Bulk_Plate3_S51,Tabula Muris Senis (bulk RNA seq),BAT_5,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127006,SAMN11854725,Illumina NovaSeq 6000
C4_384Bulk_Plate1_S52,Tabula Muris Senis (bulk RNA seq),WBC_1,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127496,SAMN11854726,Illumina NovaSeq 6000
C4_384Bulk_Plate2_S52,Tabula Muris Senis (bulk RNA seq),Lung_46,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127495,SAMN11854727,Illumina NovaSeq 6000
C4_384Bulk_Plate3_S52,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_30,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127494,SAMN11854728,Illumina NovaSeq 6000
C5_384Bulk_Plate1_S53,Tabula Muris Senis (bulk RNA seq),Marrow_17,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127493,SAMN11854729,Illumina NovaSeq 6000
C5_384Bulk_Plate2_S53,Tabula Muris Senis (bulk RNA seq),Liver_13,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127492,SAMN11854730,Illumina NovaSeq 6000
C5_384Bulk_Plate3_S53,Tabula Muris Senis (bulk RNA seq),WBC_17,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127491,SAMN11854731,Illumina NovaSeq 6000
C6_384Bulk_Plate1_S54,Tabula Muris Senis (bulk RNA seq),GAT_35,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127490,SAMN11854732,Illumina NovaSeq 6000
C6_384Bulk_Plate2_S54,Tabula Muris Senis (bulk RNA seq),Kidney_1,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127489,SAMN11854733,Illumina NovaSeq 6000
C6_384Bulk_Plate3_S54,Tabula Muris Senis (bulk RNA seq),Liver_54,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127488,SAMN11854734,Illumina NovaSeq 6000
C7_384Bulk_Plate1_S55,Tabula Muris Senis (bulk RNA seq),Spleen_38,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127487,SAMN11854735,Illumina NovaSeq 6000
C7_384Bulk_Plate2_S55,Tabula Muris Senis (bulk RNA seq),Brain_16,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127351,SAMN11854736,Illumina NovaSeq 6000
C7_384Bulk_Plate3_S55,Tabula Muris Senis (bulk RNA seq),Skin_22,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127352,SAMN11854737,Illumina NovaSeq 6000
C8_384Bulk_Plate1_S56,Tabula Muris Senis (bulk RNA seq),Marrow_38,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127353,SAMN11854738,Illumina NovaSeq 6000
C8_384Bulk_Plate2_S56,Tabula Muris Senis (bulk RNA seq),Bone_27,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126663,SAMN11854739,Illumina NovaSeq 6000
C8_384Bulk_Plate3_S56,Tabula Muris Senis (bulk RNA seq),Spleen_51,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126664,SAMN11854740,Illumina NovaSeq 6000
C9_384Bulk_Plate1_S57,Tabula Muris Senis (bulk RNA seq),SCAT_51,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126665,SAMN11854741,Illumina NovaSeq 6000
C9_384Bulk_Plate2_S57,Tabula Muris Senis (bulk RNA seq),Bone_40,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126666,SAMN11854742,Illumina NovaSeq 6000
C9_384Bulk_Plate3_S57,Tabula Muris Senis (bulk RNA seq),Liver_27,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126667,SAMN11854743,Illumina NovaSeq 6000
D1_384Bulk_Plate1_S73,Tabula Muris Senis (bulk RNA seq),Small_Intestine_43,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126668,SAMN11854744,Illumina NovaSeq 6000
D1_384Bulk_Plate2_S73,Tabula Muris Senis (bulk RNA seq),Lung_34,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126669,SAMN11854745,Illumina NovaSeq 6000
D1_384Bulk_Plate3_S73,Tabula Muris Senis (bulk RNA seq),GAT_23,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126685,SAMN11854746,Illumina NovaSeq 6000
D10_384Bulk_Plate1_S82,Tabula Muris Senis (bulk RNA seq),Small_Intestine_8,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126684,SAMN11854747,Illumina NovaSeq 6000
D10_384Bulk_Plate2_S82,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_16,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126687,SAMN11854748,Illumina NovaSeq 6000
D10_384Bulk_Plate3_S82,Tabula Muris Senis (bulk RNA seq),Skin_38,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126686,SAMN11854749,Illumina NovaSeq 6000
D11_384Bulk_Plate1_S83,Tabula Muris Senis (bulk RNA seq),Marrow_28,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126681,SAMN11854750,Illumina NovaSeq 6000
D11_384Bulk_Plate2_S83,Tabula Muris Senis (bulk RNA seq),Small_Intestine_6,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126680,SAMN11854751,Illumina NovaSeq 6000
D11_384Bulk_Plate3_S83,Tabula Muris Senis (bulk RNA seq),Small_Intestine_24,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126683,SAMN11854752,Illumina NovaSeq 6000
D12_384Bulk_Plate1_S84,Tabula Muris Senis (bulk RNA seq),Liver_45,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126682,SAMN11854753,Illumina NovaSeq 6000
D12_384Bulk_Plate2_S84,Tabula Muris Senis (bulk RNA seq),SCAT_3,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126679,SAMN11854754,Illumina NovaSeq 6000
D12_384Bulk_Plate3_S84,Tabula Muris Senis (bulk RNA seq),Heart_40,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126678,SAMN11854755,Illumina NovaSeq 6000
D13_384Bulk_Plate1_S85,Tabula Muris Senis (bulk RNA seq),Heart_1,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127236,SAMN11854756,Illumina NovaSeq 6000
D13_384Bulk_Plate2_S85,Tabula Muris Senis (bulk RNA seq),WBC_33,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127237,SAMN11854757,Illumina NovaSeq 6000
